time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
306.004086,-0.2400,-0.4248,-1.3887,1.472
306.011699,-0.2186,-0.4538,-1.3665,1.456
306.021439,-0.2218,-0.5373,-1.3564,1.476
306.061511,-0.2181,-0.5135,-1.2169,1.339
306.062782,-0.1950,-0.5346,-1.2189,1.345
306.063359,-0.1711,-0.5557,-1.2208,1.352
306.086258,-0.1158,-0.4686,-1.2848,1.372
306.087365,-0.0918,-0.4884,-1.2865,1.379
306.087758,-0.0681,-0.5082,-1.2881,1.386
306.091141,-0.0720,-0.5532,-1.2607,1.379
306.100662,-0.0512,-0.5712,-1.2619,1.386
306.111279,-0.0821,-0.4905,-1.1145,1.220
306.122068,-0.1061,-0.5303,-0.8402,0.999
306.132963,-0.1106,-0.5580,-0.6209,0.842
306.140748,-0.1205,-0.5782,-0.5261,0.791
306.151253,-0.1069,-0.5338,-0.4865,0.730
306.161936,0.0091,-0.5350,-0.5307,0.754
306.175227,0.0685,-0.5477,-0.6180,0.829
306.181555,0.1090,-0.6060,-0.4586,0.768
306.191730,0.1548,-0.6532,-0.2610,0.720
306.201608,0.1835,-0.6218,-0.2117,0.682
306.211972,0.1971,-0.6063,-0.1983,0.668
306.221036,0.2243,-0.5770,-0.3475,0.710
306.230896,0.2132,-0.5616,-0.4536,0.753
306.240528,0.1963,-0.5432,-0.4662,0.742
306.261715,0.2887,-0.5087,-0.2943,0.655
306.263006,0.3433,-0.5114,-0.1727,0.640
306.274781,0.3401,-0.4983,-0.1300,0.617
306.280837,0.3614,-0.4729,-0.0943,0.603
306.291181,0.3194,-0.4527,-0.1328,0.570
306.300767,0.3588,-0.3834,-0.1089,0.536
306.311605,0.4051,-0.3493,-0.0084,0.535
306.322365,0.4198,-0.3357,0.0491,0.540
306.330724,0.4156,-0.3051,0.1449,0.536
306.343303,0.3623,-0.2948,0.1690,0.497
306.351104,0.3614,-0.3400,0.3105,0.585
306.361947,0.3555,-0.3713,0.3323,0.612
306.375073,0.3047,-0.3792,0.3327,0.589
306.380044,0.2701,-0.3402,0.2732,0.513
306.391209,0.2342,-0.3066,0.1754,0.424
306.455167,0.1505,-0.2877,0.0131,0.325
306.456370,0.1350,-0.2855,0.0135,0.316
306.456766,0.1205,-0.2833,0.0139,0.308
306.457026,0.1078,-0.2815,0.0143,0.302
306.457279,0.0966,-0.2801,0.0147,0.297
306.457598,0.0870,-0.2788,0.0150,0.292
306.460956,0.1106,-0.2508,-0.6455,0.701
306.471474,0.1352,-0.2468,-0.6908,0.746
306.482229,0.0567,-0.2571,-0.7504,0.795
306.493397,0.0286,-0.2562,-0.7382,0.782
306.499939,0.1203,-0.2260,-0.8672,0.904
306.510407,0.1398,-0.2332,-0.8957,0.936
306.521128,0.0792,-0.1767,-0.9936,1.012
306.531110,0.0983,-0.1812,-1.1034,1.123
306.540544,0.1212,-0.1550,-1.0958,1.113
306.550534,0.0989,-0.1519,-1.1815,1.195
306.562790,0.0339,-0.1497,-1.2599,1.269
306.576117,0.0133,-0.1122,-1.3478,1.353
306.579113,-0.0492,-0.1128,-1.3950,1.400
306.589725,-0.0594,-0.0885,-1.3463,1.350
306.600201,-0.0720,-0.0941,-1.2784,1.284
306.613232,-0.1562,-0.0859,-1.1650,1.179
306.621184,-0.2177,-0.0691,-1.1162,1.139
306.629943,-0.2125,-0.0891,-1.1873,1.209
306.640321,-0.1748,-0.0653,-1.2536,1.267
306.651232,-0.2270,-0.0452,-1.3822,1.401
306.662110,-0.2326,-0.0076,-1.3792,1.399
306.675709,-0.2268,-0.0124,-1.3355,1.355
306.679520,-0.2339,-0.0159,-1.2225,1.245
306.690422,-0.1823,0.0071,-1.1790,1.193
306.700532,-0.1590,0.0282,-1.1977,1.209
306.709417,-0.1652,0.0186,-1.2738,1.285
306.720529,-0.1632,0.0136,-1.2493,1.260
306.730285,-0.1752,0.0128,-1.1648,1.178
306.742274,-0.1802,0.0016,-1.1423,1.156
306.750470,-0.3318,0.0065,-1.0000,1.054
306.762452,-0.2831,0.0514,-1.0226,1.062
306.815173,-0.4161,0.0582,-0.8678,0.964
306.816293,-0.4366,0.0660,-0.8662,0.972
306.816612,-0.4569,0.0747,-0.8646,0.981
306.816872,-0.4757,0.0849,-0.8630,0.989
306.817114,-0.4906,0.0963,-0.8616,0.996
306.819384,-0.5676,0.0068,-0.3770,0.681
306.829620,-0.5026,0.0562,-0.3931,0.641
306.840755,-0.4567,0.0644,-0.3259,0.565
306.850265,-0.3851,0.0798,-0.1895,0.437
306.862899,-0.3624,0.0617,-0.1252,0.388
306.877003,-0.3451,0.0673,-0.0922,0.363
306.880261,-0.3293,0.1089,0.0174,0.347
306.890254,-0.3253,0.1503,0.1246,0.379
306.899703,-0.2890,0.1697,0.2103,0.396
306.910507,-0.2725,0.1386,0.4015,0.505
306.923867,-0.2715,0.1627,0.3916,0.504
306.930038,-0.2716,0.1654,0.2741,0.420
306.940019,-0.2778,0.1636,0.2956,0.437
306.949933,-0.2768,0.2069,0.2502,0.427
306.960945,-0.2640,0.1993,0.3486,0.481
306.982303,-0.3206,0.2300,0.4855,0.626
306.983609,-0.3461,0.1987,0.5173,0.653
306.996490,-0.3388,0.1893,0.5803,0.698
307.000633,-0.3167,0.1416,0.6001,0.693
307.010761,-0.2765,0.1303,0.4475,0.542
307.020288,-0.1650,0.1451,0.3139,0.383
307.029892,-0.1144,0.1214,0.0510,0.174
307.048177,-0.0896,0.1310,-0.0588,0.169
307.049463,0.0044,0.1280,-0.2548,0.285
307.061066,0.0912,0.0963,-0.2207,0.258
307.069767,0.0963,0.1028,-0.2176,0.259
307.079789,0.0120,0.0873,-0.2095,0.227
307.089450,0.0089,0.0950,-0.0743,0.121
307.100500,-0.0982,0.0952,-0.0659,0.152
307.110131,-0.1593,0.1049,-0.0240,0.192
307.118945,-0.1473,0.1146,0.0035,0.187
307.130472,-0.1627,0.1102,0.0715,0.209
307.187197,-0.2872,0.0793,0.1898,0.353
307.188398,-0.2983,0.0897,0.1912,0.366
307.188696,-0.3104,0.1001,0.1928,0.379
307.188951,-0.3220,0.1098,0.1943,0.392
307.189211,-0.3319,0.1191,0.1956,0.403
307.189510,-0.4661,0.0704,0.2063,0.515
307.199162,-0.3768,0.0908,0.1736,0.425
307.209081,-0.3146,0.0586,0.1121,0.339
307.218383,-0.2243,0.0413,0.1678,0.283
307.228407,-0.2919,-0.0160,0.1492,0.328
307.238956,-0.2011,0.0154,0.2624,0.331
307.248932,-0.0957,-0.0415,0.3085,0.326
307.258071,-0.0445,-0.0669,0.2373,0.251
307.269839,0.0094,-0.1025,0.0870,0.135
307.281523,0.0860,-0.1936,0.0706,0.223
307.291585,0.1089,-0.1240,-0.0368,0.169
307.298937,-0.1165,-0.0089,-0.1299,0.175
307.309836,-0.0658,-0.2389,0.2127,0.327
307.318071,0.1934,-0.0200,0.1554,0.249
307.329980,0.0231,-0.0134,0.2153,0.217
307.338844,0.1999,-0.3154,0.1482,0.402
307.348881,0.2083,-0.3063,0.1481,0.399
307.360392,0.1668,-0.0844,0.1529,0.241
307.369205,0.1774,-0.0747,0.1528,0.246
307.382647,0.6046,-0.0493,-0.0005,0.607
307.395596,0.2596,-0.2675,-0.0891,0.383
307.399578,0.4940,-0.1993,0.1960,0.568
307.409427,0.5377,-0.1629,0.1505,0.582
307.419209,0.5655,0.0508,0.3685,0.677
307.428763,0.3487,-0.2563,0.1437,0.456
307.440645,0.4279,0.0698,0.0579,0.437
307.449655,0.1788,0.1838,-0.2029,0.327
307.458139,0.1717,-0.0208,-0.2004,0.265
307.468544,0.6560,-0.1144,0.1493,0.682
307.482478,0.7288,-0.0425,0.6021,0.946
307.493736,0.5561,-0.1552,-0.2790,0.641
307.526658,0.7659,-0.2567,0.3004,0.862
307.527943,0.7664,-0.2594,0.3002,0.863
307.528213,0.7650,-0.2630,0.3000,0.863
307.556813,0.2898,-0.2792,0.0865,0.412
307.557540,0.2879,-0.2806,0.0865,0.411
307.557840,0.2863,-0.2863,0.0862,0.414
307.568984,0.5444,-0.3229,0.0642,0.636
307.570147,0.7143,-0.1991,0.9784,1.228
307.579626,0.5479,-0.1656,-0.5851,0.819
307.589469,0.5248,-0.1619,-0.5831,0.801
307.600021,0.4667,-0.4209,-0.2193,0.666
307.611934,0.5504,-0.2287,0.0538,0.598
307.619513,0.4757,-0.3024,0.0012,0.564
307.629426,0.3760,-0.2850,0.2533,0.536
307.640932,0.2911,-0.1000,0.1865,0.360
307.650082,0.2357,-0.1069,-0.1221,0.286
307.659627,0.1838,-0.0679,0.0960,0.218
307.670821,0.2924,-0.0185,-0.4355,0.525
307.682076,0.2707,-0.0153,-0.4331,0.511
307.689606,0.1936,-0.1731,-0.2080,0.333
307.699367,0.1918,-0.1179,-0.3900,0.450
307.708186,0.1873,-0.1892,-0.2632,0.374
307.718978,0.1692,-0.1671,-0.3400,0.415
307.730018,0.1563,-0.1291,-0.2947,0.358
307.738162,0.0554,-0.1747,-0.1680,0.249
307.749490,0.0227,-0.1422,-0.2520,0.290
307.765047,0.0869,-0.1223,-0.2260,0.271
307.768632,0.1322,-0.1757,-0.1065,0.244
307.778077,0.1526,-0.2380,-0.1162,0.306
307.790191,0.2100,-0.2706,-0.1447,0.372
307.797891,0.2133,-0.3401,-0.3045,0.504
307.808908,0.1150,-0.3186,-0.3060,0.456
307.818725,0.1078,-0.3452,-0.3910,0.533
307.829041,0.1420,-0.1042,-0.5645,0.591
307.838409,-0.1117,-0.2008,-0.2829,0.364
307.848665,-0.0338,-0.2404,-0.3054,0.390
307.868109,0.0766,0.3663,-0.9197,0.993
307.923589,-0.5629,0.7041,0.0559,0.903
307.924903,-0.5801,0.7142,0.0593,0.922
307.925215,-0.6024,0.7255,0.0635,0.945
307.925459,-0.6263,0.7398,0.0684,0.972
307.925718,-0.6489,0.7533,0.0730,0.997
307.925989,-0.6654,0.7665,0.0768,1.018
307.929905,-1.0333,2.0556,-0.1787,2.308
307.939847,-0.5853,1.1621,-1.7757,2.201
307.949351,-0.7591,0.2786,1.3578,1.580
307.968333,-1.0215,1.1535,0.1359,1.547
307.969516,-1.0949,1.1475,-0.1725,1.595
307.980563,-0.8943,0.9458,0.6495,1.455
307.989454,-0.8337,0.7931,0.2747,1.183
307.999287,-0.8595,0.8124,0.8529,1.458
308.009736,-0.7657,0.5432,0.4600,1.045
308.018629,-0.7034,0.2605,0.5336,0.920
308.029424,-0.5321,0.1794,0.3314,0.652
308.039182,-0.4242,-0.0426,0.2726,0.506
308.049659,-0.0622,-0.2580,0.3503,0.439
308.066521,-0.5308,-0.1915,0.4356,0.713
308.068653,-0.3817,-0.2909,0.2312,0.533
308.080581,-0.3300,-0.2921,0.3047,0.536
308.089183,-0.2801,-0.2963,0.0645,0.413
308.098160,-0.2835,-0.2591,0.1646,0.418
308.109367,-0.2559,-0.1932,0.2146,0.386
308.118529,-0.2239,-0.1212,0.1523,0.297
308.129067,-0.2549,-0.0695,0.1406,0.299
308.138410,-0.2514,-0.0420,0.1102,0.278
308.149556,-0.2904,-0.0389,0.3459,0.453
308.158812,-0.2170,-0.0177,0.3233,0.390
308.169614,-0.2372,0.0309,0.4349,0.496
308.182063,-0.2232,-0.0398,0.4053,0.464
308.190434,-0.2256,-0.0237,0.2203,0.316
308.198152,-0.2325,-0.0432,0.3346,0.410
308.209903,-0.1809,-0.0585,0.1905,0.269
308.219166,-0.1407,-0.0561,0.3697,0.399
308.229253,-0.1001,-0.0867,0.2783,0.308
308.289409,-0.0636,-0.0908,0.3834,0.399
308.290500,-0.0386,-0.1000,0.3809,0.396
308.290928,-0.0145,-0.1094,0.3785,0.394
308.291176,0.0091,-0.1188,0.3763,0.395
308.291446,0.0337,-0.1287,0.3740,0.397
308.291739,0.0612,-0.1401,0.3715,0.402
308.297781,0.1505,-0.1451,0.4049,0.456
308.307751,0.2500,-0.1993,0.3257,0.456
308.318162,0.2702,-0.3016,0.3042,0.506
308.327754,0.2972,-0.4190,0.3569,0.626
308.338006,0.3768,-0.4978,0.3163,0.700
308.348426,0.4061,-0.5151,0.3141,0.727
308.359488,0.4579,-0.4764,0.2905,0.722
308.370907,0.4454,-0.4025,0.1545,0.620
308.384103,0.4623,-0.4248,0.2150,0.664
308.388632,0.5514,-0.3936,0.2135,0.710
308.399315,0.5666,-0.3703,0.1508,0.693
308.411835,0.5726,-0.3348,0.0378,0.664
308.419546,0.6543,-0.2794,-0.0414,0.713
308.429066,0.7150,-0.2621,0.0280,0.762
308.437712,0.7070,-0.2365,-0.0005,0.746
308.451438,0.6255,-0.2084,-0.0792,0.664
308.457590,0.5784,-0.1466,-0.0594,0.600
308.467726,0.5292,-0.1282,-0.0444,0.546
308.478801,0.4860,-0.0594,-0.0867,0.497
308.489087,0.3930,0.0447,0.1464,0.422
308.499194,0.3814,0.0686,0.0061,0.388
308.507673,0.3874,0.0823,0.1029,0.409
308.517709,0.3791,0.0686,0.1030,0.399
308.528470,0.3787,-0.0844,0.2660,0.470
308.538058,0.4429,0.0117,0.0796,0.450
308.549793,0.3853,0.0281,-0.0518,0.390
308.557699,0.3386,0.0494,-0.0992,0.356
308.569050,0.3246,-0.0137,0.0066,0.325
308.582140,0.2709,-0.0194,0.1675,0.319
308.588487,0.2401,0.0275,0.0341,0.244
308.600389,0.1805,0.0178,-0.0108,0.182
308.656013,0.2092,-0.0543,-0.1588,0.268
308.656758,0.2002,-0.0636,-0.1583,0.263
308.657072,0.1903,-0.0727,-0.1578,0.258
308.657379,0.1801,-0.0811,-0.1572,0.252
308.657645,0.1689,-0.0896,-0.1566,0.247
308.658003,0.1004,-0.1335,-0.1966,0.258
308.669561,0.1035,-0.1809,-0.1816,0.276
308.683333,0.0833,-0.1713,-0.1521,0.244
308.688525,-0.0147,-0.1770,-0.1848,0.256
308.697089,0.0100,-0.1834,-0.2678,0.325
308.708200,0.0163,-0.1584,-0.4226,0.452
308.716561,-0.0971,-0.0781,-0.4793,0.495
308.727261,-0.1080,-0.0925,-0.5885,0.605
308.737223,-0.0281,-0.1098,-0.4748,0.488
308.749361,-0.1255,-0.1225,-0.3058,0.353
308.757214,-0.1995,-0.1029,-0.2421,0.330
308.769237,-0.2153,-0.0893,-0.2406,0.335
308.780063,-0.3373,-0.1516,-0.0596,0.375
308.786844,-0.3931,-0.1230,-0.1708,0.446
308.796115,-0.3882,-0.1475,-0.2437,0.482
308.805822,-0.3939,-0.2005,-0.2354,0.501
308.815881,-0.4287,-0.1865,-0.3827,0.604
308.828145,-0.4424,-0.1851,-0.4776,0.677
308.836516,-0.4498,-0.1530,-0.3787,0.608
308.847429,-0.5030,-0.1290,-0.3470,0.625
308.856942,-0.5426,-0.0296,-0.1982,0.578
308.868685,-0.5522,0.1544,-0.0590,0.576
308.880876,-0.5180,0.4478,0.0010,0.685
308.886876,-0.4106,0.9529,-0.0971,1.042
308.896635,-0.2010,1.3517,-0.1643,1.376
308.906699,0.0274,1.4126,-0.2963,1.444
308.918414,-0.0284,1.2688,-0.4882,1.360
308.927127,-0.0209,1.2765,-0.4886,1.367
308.937132,-0.2231,0.4939,-0.4578,0.709
308.947087,-0.3683,0.2523,-0.2256,0.500
308.957341,-0.4406,0.1962,0.0380,0.484
308.995006,-0.5670,0.1665,0.3855,0.706
308.996316,-0.5667,0.1688,0.3855,0.706
308.996607,-0.5618,0.1705,0.3852,0.702
309.024998,-0.7202,0.3721,0.0085,0.811
309.026209,-0.7067,0.3718,0.0073,0.799
309.026485,-0.6904,0.3715,0.0060,0.784
309.027458,-0.6893,0.3105,0.0212,0.756
309.036472,-0.6777,0.2221,0.1034,0.721
309.046373,-0.6562,0.1428,0.2287,0.709
309.057697,-0.6376,0.1377,0.2271,0.691
309.071275,-0.6873,0.0557,0.2664,0.739
309.083907,-0.6890,0.1229,0.2840,0.755
309.087132,-0.6709,0.1163,0.2825,0.737
309.096923,-0.5883,0.1383,0.0774,0.609
309.108348,-0.5829,0.1116,-0.0775,0.599
309.116280,-0.5603,0.1082,-0.0790,0.576
309.126893,-0.5777,0.0580,0.0200,0.581
309.137551,-0.5549,0.0565,0.0186,0.558
309.147012,-0.6761,0.0859,0.0221,0.682
309.157146,-0.6819,0.0724,0.0974,0.693
309.170768,-0.6761,0.1160,0.0936,0.692
309.177387,-0.5883,0.1687,0.0586,0.615
309.187049,-0.5345,0.1669,-0.0051,0.560
309.197022,-0.5021,0.1660,-0.0065,0.529
309.206820,-0.4724,0.1307,0.0520,0.493
309.216967,-0.2646,0.1003,-0.1121,0.304
309.228090,-0.1481,0.0388,-0.1707,0.229
309.237283,-0.0859,0.0513,-0.0759,0.126
309.247410,-0.0816,0.0793,-0.1941,0.225
309.257683,-0.0839,0.0685,-0.0032,0.108
309.266325,-0.0508,0.0760,-0.0278,0.096
309.276583,0.0406,0.0619,-0.0595,0.095
309.288493,-0.0306,0.0306,-0.1437,0.150
309.301900,-0.0067,-0.0179,0.1337,0.135
309.307342,0.0699,-0.0575,-0.0319,0.096
309.316234,0.0868,-0.1054,0.0660,0.152
309.326299,0.1167,-0.1180,-0.0037,0.166
309.368302,0.1462,-0.0486,0.0703,0.169
309.371000,0.1584,-0.0578,0.0700,0.183
309.371143,0.1699,-0.0678,0.0697,0.196
309.393094,0.2149,0.2855,0.2658,0.445
309.394127,0.2274,0.2740,0.2656,0.444
309.394357,0.2408,0.2608,0.2653,0.443
309.397297,0.3432,0.1866,0.2483,0.463
309.407142,0.3889,0.1566,0.1403,0.442
309.417024,0.4172,0.1135,0.0036,0.432
309.427256,0.3991,0.0717,-0.1307,0.426
309.437197,0.4162,0.0356,0.0008,0.418
309.447374,0.4153,0.0118,0.0532,0.419
309.457105,0.3634,0.0172,0.0506,0.367
309.467397,0.2892,0.0148,0.4622,0.545
309.476695,0.2562,0.0001,0.4142,0.487
309.488563,0.3512,-0.0503,0.7206,0.803
309.498439,0.4182,-0.1031,0.5290,0.682
309.506174,0.4156,-0.0777,0.5506,0.694
309.516294,0.4595,-0.0587,0.3209,0.564
309.526222,0.4673,-0.0332,0.2755,0.543
309.536647,0.4972,-0.0353,0.3332,0.600
309.548242,0.5055,-0.0605,0.3097,0.596
309.556557,0.4964,-0.1141,0.4945,0.710
309.565680,0.5329,-0.1647,0.3802,0.675
309.576383,0.5885,-0.2218,0.4338,0.764
309.589362,0.5728,-0.3824,0.3750,0.784
309.602225,0.5469,-0.4184,0.3762,0.785
309.605938,0.4638,-0.1106,0.2102,0.521
309.615672,0.4532,-0.1999,0.1856,0.529
309.626141,0.4235,-0.2680,0.2379,0.555
309.635512,0.4020,-0.2780,0.4486,0.663
309.646063,0.3135,-0.1804,0.5831,0.686
309.656941,0.2051,-0.0433,0.7180,0.748
309.673783,0.1571,-0.0830,0.6881,0.711
309.677779,0.0620,-0.2177,0.6274,0.667
309.686663,0.0598,-0.4938,0.5072,0.710
309.694406,0.0997,-0.6941,0.4063,0.810
309.704756,0.0640,-0.7829,0.3151,0.846
309.772414,0.0077,-0.8790,0.1211,0.887
309.776484,-0.0250,-0.9146,0.1257,0.924
309.776817,-0.0582,-0.9479,0.1305,0.959
309.777081,-0.0917,-0.9789,0.1352,0.992
309.777335,-0.1269,-1.0076,0.1401,1.025
309.777575,-0.1624,-1.0341,0.1450,1.057
309.777918,-0.2251,-0.7727,-0.2787,0.852
309.785161,-0.3179,-0.8350,0.0541,0.895
309.794466,-0.3356,-0.8960,-0.0325,0.957
309.806036,-0.3327,-0.8759,-0.1507,0.949
309.816118,-0.3595,-0.9424,0.1163,1.015
309.826182,-0.3230,-0.9607,-0.1679,1.027
309.837679,-0.2550,-0.9274,0.2326,0.989
309.845891,-0.2448,-1.0083,-0.0567,1.039
309.855825,-0.2933,-0.9596,-0.0588,1.005
309.873990,-0.3022,-0.9081,-0.1110,0.964
309.875287,-0.3659,-0.9001,-0.1753,0.987
309.887480,-0.4357,-0.8541,-0.2252,0.985
309.895583,-0.4967,-0.8390,-0.1986,0.995
309.907310,-2.0854,-0.5362,0.3690,2.185
309.916331,-2.1962,-0.4893,0.0313,2.250
309.926348,-2.8180,-0.5252,0.1335,2.870
309.936709,-3.1375,-0.3663,0.3116,3.174
309.945546,-3.3834,-0.2619,0.2300,3.401
309.956531,-3.4816,-0.2142,0.4468,3.517
309.974405,-3.2924,-0.2611,0.3923,3.326
309.975975,-2.8956,-0.3973,0.5786,2.979
309.987941,-2.4832,-0.6021,0.4600,2.596
309.995819,-2.0414,-0.8052,0.3791,2.227
310.005506,-1.4988,-1.0718,0.2856,1.865
310.016706,-1.0382,-1.1346,0.0454,1.539
310.026364,-0.4691,-1.1931,-0.0921,1.285
310.034531,-0.1105,-1.1611,-0.3541,1.219
310.046083,-0.0225,-1.0841,-0.3118,1.128
310.055739,0.0726,-0.9932,-0.0317,0.996
310.075308,0.1343,-0.9105,-0.0337,0.921
310.077053,0.1557,-0.8839,-0.0376,0.898
310.137863,0.0554,-0.6686,0.2267,0.708
310.139606,0.0723,-0.6383,0.2232,0.680
310.139941,0.0873,-0.6073,0.2199,0.652
310.140463,0.1002,-0.5750,0.2168,0.623
310.140711,0.1102,-0.5410,0.2140,0.592
310.140970,0.1179,-0.5061,0.2115,0.561
310.145606,0.1644,-0.2017,0.0943,0.277
310.155554,0.1689,-0.1097,0.1233,0.236
310.175590,0.1724,-0.0723,0.1214,0.223
310.176767,0.2592,0.0816,0.1772,0.324
310.187139,0.2597,0.1865,0.1421,0.350
310.194907,0.2836,0.3625,0.0115,0.460
310.204974,0.3046,0.4798,-0.0207,0.569
310.214754,0.3062,0.5119,-0.0216,0.597
310.225458,0.4454,0.7439,-0.1756,0.885
310.234984,0.4446,0.8659,-0.1090,0.979
310.244159,0.4846,0.9897,-0.3129,1.146
310.254521,0.5455,1.0368,-0.3825,1.232
310.275973,0.4317,1.1041,-0.5095,1.290
310.277107,0.3234,1.0799,-0.6341,1.293
310.289499,0.2222,1.0757,-0.6677,1.285
310.295066,0.1307,1.0426,-0.5049,1.166
310.304561,0.0322,0.9680,-0.5696,1.124
310.317989,-0.0967,0.9099,-0.4858,1.036
310.325159,-0.1109,0.7153,-0.3615,0.809
310.333991,-0.0859,0.4806,-0.2255,0.538
310.345070,-0.1293,0.3214,-0.1352,0.372
310.354164,-0.1530,0.0625,-0.1481,0.222
310.374777,-0.0443,-0.3944,-0.0270,0.398
310.375864,0.1747,-0.6553,0.1374,0.692
310.388698,0.2515,-0.4257,0.2374,0.548
310.395072,0.0500,-0.4174,-0.0647,0.425
310.404049,-0.1406,-0.1241,-0.1440,0.236
310.415227,-0.2632,0.1677,-0.2569,0.404
310.424582,-0.4339,0.2816,-0.1589,0.541
310.435364,-0.6008,0.4676,0.1022,0.768
310.449142,-0.7403,0.6119,0.1910,0.979
310.504099,-0.8915,0.6882,0.1432,1.135
310.504852,-0.8867,0.6984,0.1429,1.138
310.504957,-0.8777,0.7075,0.1422,1.136
310.505055,-0.8471,0.6977,0.1401,1.106
310.505161,-0.8166,0.6863,0.1380,1.076
310.505254,-0.7849,0.6740,0.1360,1.043
310.513498,-0.3377,0.4157,0.3400,0.634
310.523314,-0.3141,0.4495,0.2857,0.618
310.533396,-0.0830,0.3410,0.3226,0.477
310.543925,0.0306,0.3877,0.2471,0.461
310.552802,0.0998,0.5621,0.2124,0.609
310.567276,0.2897,0.6728,-0.2315,0.768
310.573333,0.2348,1.2248,-0.2681,1.276
310.582665,0.2197,1.4887,0.2896,1.532
310.592383,0.0769,1.0490,-0.3807,1.119
310.604446,0.0272,1.0196,0.6448,1.207
310.615646,-0.1843,0.4052,0.5230,0.687
310.624233,-0.1786,0.2293,0.0900,0.304
310.634355,-0.1655,0.1940,0.0908,0.271
310.643324,-0.1076,-0.0331,0.7882,0.796
310.655501,-0.0505,0.1010,0.2596,0.283
310.663952,0.0323,0.2258,0.6553,0.694
310.675516,0.0836,-0.0070,0.1267,0.152
310.689311,0.2114,-0.0657,0.0027,0.221
310.692426,0.3126,-0.2118,0.2596,0.458
310.703411,0.3463,-0.2925,0.2938,0.540
310.712599,0.3792,-0.2653,0.3353,0.572
310.724647,0.3779,-0.2233,0.5612,0.712
310.734005,0.3866,-0.2377,0.5188,0.689
310.743691,0.3398,-0.1971,0.5456,0.672
310.752715,0.3190,-0.2669,0.7328,0.843
310.763089,0.3560,-0.5066,0.3859,0.730
310.772703,0.3664,-0.5143,0.3862,0.740
310.782672,0.4404,-0.6296,0.4177,0.875
310.792985,0.4460,-0.6478,0.4036,0.884
310.803890,0.4517,-0.5460,0.1908,0.734
310.812361,0.4423,-0.5367,0.3371,0.773
310.877574,0.3709,-0.2443,0.3349,0.556
310.878907,0.3760,-0.2484,0.3351,0.562
310.879218,0.3821,-0.2527,0.3353,0.568
310.879564,0.3891,-0.2570,0.3355,0.574
310.879861,0.3965,-0.2616,0.3358,0.582
310.880118,0.4046,-0.2667,0.3360,0.590
310.891239,0.2965,0.2304,-0.0707,0.382
310.892720,0.3026,0.3577,-0.0252,0.469
310.907073,0.2531,0.2275,0.0782,0.349
310.913160,0.1646,0.2042,-0.3332,0.424
310.924036,0.0953,0.2219,-0.0810,0.255
310.934083,0.0587,0.1096,-0.2260,0.258
310.943895,0.0926,0.1196,-0.1820,0.237
310.953559,0.1784,0.1491,-0.2790,0.363
310.963617,0.1854,0.1340,-0.2779,0.360
310.974075,0.1403,0.1818,-0.4133,0.473
310.984278,0.1490,0.1670,-0.4122,0.469
310.994810,0.1250,0.3736,-0.5235,0.655
311.007607,0.0998,0.4504,-0.5820,0.743
311.012762,0.1469,0.3536,-0.6045,0.716
311.024613,0.2192,0.2139,-0.5168,0.601
311.033305,0.2438,0.0702,-0.3047,0.396
311.044119,0.3970,0.0516,-0.3657,0.542
311.053709,0.5043,-0.0084,-0.3933,0.640
311.064530,0.5052,-0.1567,-0.4092,0.669
311.073086,0.4387,-0.1590,-0.3391,0.577
311.083548,0.4735,-0.2503,-0.4079,0.673
311.094327,0.4506,-0.2995,-0.3881,0.666
311.108741,0.4808,-0.3627,-0.2679,0.659
311.112599,0.4823,-0.3669,-0.2675,0.662
311.123449,0.4587,-0.3390,-0.1642,0.594
311.132962,0.4606,-0.3116,-0.2819,0.623
311.142698,0.4427,-0.2593,-0.1314,0.530
311.152789,0.4652,-0.2422,-0.1151,0.537
311.163708,0.4384,-0.1163,-0.0869,0.462
311.174478,0.4094,-0.0534,-0.1184,0.430
311.183235,0.3718,-0.0087,-0.1498,0.401
311.244883,0.4367,0.1606,-0.0061,0.465
311.246177,0.4167,0.1613,-0.0059,0.447
311.246508,0.3970,0.1598,-0.0055,0.428
311.247184,0.3768,0.1555,-0.0047,0.408
311.247450,0.3531,0.1489,-0.0037,0.383
311.247755,0.3273,0.1386,-0.0022,0.355
311.253833,0.3692,0.1950,-0.0697,0.423
311.265335,0.3149,0.0273,0.0785,0.326
311.275500,0.2707,-0.2689,0.0926,0.393
311.285596,0.2443,-0.5160,0.2142,0.610
311.296616,0.1856,-0.6358,0.1365,0.676
311.309757,0.1376,-0.6432,-0.0040,0.658
311.313428,-0.0726,-0.2591,0.1352,0.301
311.324756,-0.0563,-0.4199,-0.7840,0.891
311.332790,-0.0504,-0.2799,-0.0630,0.291
311.342930,-0.2280,-0.4027,-0.2687,0.535
311.353869,-0.4511,0.1338,-0.3265,0.573
311.362621,-0.4907,0.4330,-0.2448,0.699
311.372538,-0.6022,0.4978,-0.4387,0.896
311.382640,-0.6589,0.6940,-0.4720,1.067
311.393907,-0.6553,0.7364,-0.4573,1.087
311.404865,-0.6516,0.6423,-0.4281,1.010
311.412283,-0.5641,0.3758,-0.1953,0.705
311.422730,-0.3896,-0.0347,-0.0465,0.394
311.432503,-0.1884,-0.4232,-0.0631,0.468
311.442139,-0.1761,-0.4257,-0.0131,0.461
